Sample	logFC	pval	pval_corr	log_pval
COL10A1	3.1326587798699403	6.463484085706362e-06	0.1326953282795516	0.8771443667974066
LHFPL3	3.130742131148984	0.027693460555560864	1.0	-0.0
CACNG7	3.126528305543337	0.006018349931913375	1.0	-0.0
TCL1B	3.12578309210281	0.23455149158938696	1.0	-0.0
GABRG2	3.1172135900790767	0.031049126409047452	1.0	-0.0
INSM2	3.1160282965318054	0.13347660649483625	1.0	-0.0
C19orf30	3.1068777084275556	0.15528396484612875	1.0	-0.0
NCRNA00052	3.1017493467317356	0.5783470876359642	1.0	-0.0
FSD1	3.1016768659995497	0.00015208363629304117	1.0	-0.0
CAMK2N2	3.1014588655683486	4.524398145562249e-05	0.9288589392839297	0.03205023492145077
CRYBA2	3.099629760076964	0.3544889378237446	1.0	-0.0
ADAMTS20	3.0993294846849673	0.00012555885634282917	1.0	-0.0
MAGEA8	3.0988803648377967	0.1486719117815948	1.0	-0.0
HOXC13	3.098745139863718	3.040677812213544e-08	0.0006242511548474406	3.2046406455430434
LUZP4	3.0976914537698486	0.17754545526167917	1.0	-0.0
C14orf34	3.0919509436606507	0.11726976200751825	1.0	-0.0
GABRD	3.0877992849631193	4.850293612439908e-05	0.9957652786339131	0.0018430212224320205
CELSR3	3.0760723260777167	6.820109046910852e-13	1.4001683873307979e-08	7.853819731971017
KIF14	3.069753865063216	4.643135650896236e-24	9.532357491289973e-20	19.020799678706695
POU4F1	3.069686848817077	0.09272305376818626	1.0	-0.0
PTCHD2	3.0674813823253113	0.0007914805053171276	1.0	-0.0
GABBR2	3.063731962859067	0.0015327267654294248	1.0	-0.0
DKK4	3.058770469165939	0.49020060944614974	1.0	-0.0
AMELX	3.0465161260828504	0.7612981253064519	1.0	-0.0
KIF18B	3.044772390266787	2.4298352655450442e-26	4.988451800163976e-22	21.302034219701838
TAC3	3.0436055476550163	0.6120111178937749	1.0	-0.0
FBN2	3.0381103645043286	0.0006322757402192016	1.0	-0.0
CER1	3.0366311546430325	0.552539405674455	1.0	-0.0
SYT5	3.034575041295396	0.08677958629520986	1.0	-0.0
CHRNA3	3.0342544426660174	0.1168467547351384	1.0	-0.0
DSCR8	3.0283716395284292	0.011175059848146145	1.0	-0.0
KRT38	3.0254462983219725	0.7229276915362037	1.0	-0.0
GPR19	3.023742613375147	7.144505019088743e-09	0.0001466766880418919	3.8336389049656594
MMP8	3.018449231318535	0.2956595608324687	1.0	-0.0
ANKRD26P1	3.0184293518357794	0.23294194769971321	1.0	-0.0
IQGAP3	3.014683412371464	1.3156023571593881e-23	2.700931639248224e-19	18.56848640769444
NXPH4	3.014275471822528	5.4078579183323295e-06	0.11102332306336272	0.9545857778465016
PSD2	3.013107463051117	0.037701765793436405	1.0	-0.0
PGA5	3.009331783539735	0.710624235404814	1.0	-0.0
G6PC2	2.9985514911081665	0.5131918532044956	1.0	-0.0
FOXM1	2.99686178809383	2.3174950543586052e-21	4.7578173465982165e-17	16.32259223461635
MMP10	2.995656391327783	0.05239236380315635	1.0	-0.0
RUNDC3A	2.9866014799742446	0.0043239690696503345	1.0	-0.0
MAST1	2.985662619058938	5.1228335188143956e-05	1.0	-0.0
ZNF560	2.9797562639254096	0.0009730867793215741	1.0	-0.0
CT45A3	2.978516837581047	0.15312183141796998	1.0	-0.0
NPPA	2.9776484988634233	0.24896038680633592	1.0	-0.0
FATE1	2.9742977644260673	0.564684477313524	1.0	-0.0
MARCH4	2.9736028883929686	0.009187381776991398	1.0	-0.0
HJURP	2.97022839265205	3.582145245856299e-26	7.354144189742983e-22	21.133467859346702
SLC45A2	2.9662190323479836	0.06460215105942775	1.0	-0.0
SEPT3	2.9577717053852233	0.0001712331913134665	1.0	-0.0
CSPG5	2.9574318731660876	0.012945049884374164	1.0	-0.0
CT45A2	2.957356161590164	0.17061919909145085	1.0	-0.0
SPANXA2	2.9543695054035974	0.4795735121397099	1.0	-0.0
HTR2C	2.951336590345878	0.027142098869661506	1.0	-0.0
FSTL5	2.9501222719904465	0.003923059783178419	1.0	-0.0
SAGE1	2.9490777022373975	0.02894722207863971	1.0	-0.0
NUF2	2.9487629528463986	7.858566742824817e-23	1.613363752301935e-18	17.792267704646118
TRPC5	2.945641021197831	0.09109879791599063	1.0	-0.0
FAM133A	2.944873498894422	0.0005652078962401551	1.0	-0.0
GABRA3	2.942133671373409	0.0005348702721784439	1.0	-0.0
CXorf49B	2.939785303355892	0.12266915283964895	1.0	-0.0
ZCCHC12	2.939733324891897	0.17477447471980567	1.0	-0.0
E2F7	2.9379092959742144	5.411222928587079e-13	1.1109240672389273e-08	7.95431562450298
GPC2	2.9304017235781736	1.2075326679969615e-07	0.002479064567397762	2.605712161856871
ADCYAP1R1	2.929638673546849	0.040919685608659544	1.0	-0.0
HOXC11	2.929497775309823	1.2246015956234447e-06	0.02514107075814932	1.599616229655118
VCX	2.9244753557940326	0.23901746998593743	1.0	-0.0
RCOR2	2.9185519837769887	8.464866802389766e-07	0.01737837154530619	1.7599909219047432
EXO1	2.915554734161981	9.998432851644394e-23	2.0526782644425942e-18	17.68767911635132
NKAIN4	2.9112388324845906	0.0040022936136763125	1.0	-0.0
PYDC1	2.9099920039650318	0.11785339357456573	1.0	-0.0
TPX2	2.905701165944289	6.276769172455736e-26	1.2886207111051625e-21	20.889874892820185
CENPA	2.9012483323283895	3.849015747391806e-17	7.902029329395378e-13	12.102261362711909
RPH3A	2.897532079839629	0.059512336335060326	1.0	-0.0
KIF4A	2.8964919405091294	6.516010183490524e-30	1.3377368906706046e-25	24.873629296259008
BIRC5	2.8924718991645078	5.416377081162044e-16	1.1119822147625675e-11	10.953902158880082
LOC100133469	2.887398904535649	0.01118889704912794	1.0	-0.0
ATP1A3	2.8757434208907418	0.012034496479255342	1.0	-0.0
NEK2	2.870863507804473	1.185645059971252e-24	2.4341293081209805e-20	19.61365635449061
PNMT	2.869785331310297	0.33481276734785503	1.0	-0.0
SCG5	2.8680386463447007	0.038510203426597396	1.0	-0.0
SIX3	2.867247323122583	0.01717850862510711	1.0	-0.0
NETO1	2.8620608478700618	0.00868271777086123	1.0	-0.0
INSL4	2.855860277725628	0.34367474018094524	1.0	-0.0
C2orf80	2.855015500541395	0.016080288754466987	1.0	-0.0
OBP2B	2.849061494719128	0.42432963113969246	1.0	-0.0
ENTHD1	2.8426445098040087	0.20540410438018608	1.0	-0.0
NDUFA4L2	2.842268526572278	0.0012280378147616765	1.0	-0.0
TEX19	2.8412483284539523	0.2944545629496622	1.0	-0.0
FAM123C	2.8389637712023363	0.00891745726867267	1.0	-0.0
ZNF695	2.8372185930280716	1.052372885019659e-13	2.16052153294536e-09	8.665441400913618
CGB8	2.8340592354199026	0.4082074318469122	1.0	-0.0
KIF2C	2.827561388052384	6.006262657545698e-26	1.2330857235941318e-21	20.909006730387407
MGAT5B	2.82423588424789	0.0019297235760216745	1.0	-0.0
CACNA1B	2.8228878617500315	0.001164129710449644	1.0	-0.0
UHRF1	2.822636566604353	1.4562272839512686e-20	2.9896346139519547e-16	15.524381886873261
LOC642597	2.821545954866213	0.18964303924076245	1.0	-0.0
OBP2A	2.8181591492833427	0.4516334409962014	1.0	-0.0
CITED1	2.8168930860419215	0.039030393731154994	1.0	-0.0
COL22A1	2.816374551871209	0.002368116498538429	1.0	-0.0
KLHDC7B	2.816131562612382	0.007502720130016417	1.0	-0.0
NEIL3	2.8161241196410933	1.301920074004784e-13	2.6728419119318217e-09	8.573026727291355
FAM64A	2.814179278224019	3.49619387964186e-18	7.177686034904738e-14	13.144015542421073
LOC400794	2.809573832019072	0.04671707950547141	1.0	-0.0
LOC100190940	2.8081849894719406	0.012520691182477941	1.0	-0.0
CDC25C	2.8080011741186235	3.2135877885375216e-24	6.597495729867532e-20	19.180620882198564
LOC643763	2.8006898427959115	0.01953025752576071	1.0	-0.0
FAM57B	2.799445678471215	0.002670055217454238	1.0	-0.0
DAZL	2.7982014180280332	0.4287409256839787	1.0	-0.0
CLSPN	2.794862788729808	7.344030644187568e-17	1.5077294912517077e-12	11.821676570266588
TOP2A	2.793139284047893	4.502347162261113e-15	9.243318724122065e-11	10.034172071550548
ZNF716	2.791997221977471	0.058068487311214174	1.0	-0.0
UNC80	2.7914706107907463	0.0026453627386231436	1.0	-0.0
PRDM13	2.7914632285712324	0.000497558636520188	1.0	-0.0
